RegNo,Name,Gender,Department,CGPA,Email,Contact
658,Salvatore Christopher,Male,Mechanical,7.34,Salvatore Christopher@hotmail.com,9986817281
659,Katherine Byrne,Female,EIE,5.74,Katherine Byrne@hotmail.com,9986646493
660,Gerald Kowalski,Female,Civil,7.27,Gerald Kowalski@yahoo.co.in,9986326103
661,Walter Cook,Female,ECE,8.59,Walter Cook@yahoo.co.in,9986867979
662,Shawn Leone,Male,Civil,7.95,Shawn Leone@gmail.com,9986600985
663,Bryan Johnson,Female,Mechanical,9.32,Bryan Johnson@rediffmail.com,9986325420
664,Teddy Sutphin,Female,CSE,6.67,Teddy Sutphin@hotmail.com,9986875056
665,Mary Herr,Male,Civil,9.51,Mary Herr@gmail.com,9986331613
666,Oscar Crouch,Male,EIE,5.01,Oscar Crouch@rediffmail.com,9986649391
667,Gaston Hurtado,Male,EIE,7.38,Gaston Hurtado@hotmail.com,9986502419
668,Diana Poole,Female,CSE,8.88,Diana Poole@yahoo.co.in,9986431803
669,Patricia Treat,Male,EIE,7.23,Patricia Treat@yahoo.co.in,9986169908
670,Marsha Elkins,Female,ECE,8.91,Marsha Elkins@gmail.com,9986280348
671,Marcus Carson,Female,CSE,8.4,Marcus Carson@rediffmail.com,9986320435
672,Catherine Hall,Female,ECE,7.98,Catherine Hall@gmail.com,9986909886
673,Robert Cobbs,Male,EIE,5.38,Robert Cobbs@hotmail.com,9986660441
674,James Duffield,Female,EIE,6.11,James Duffield@yahoo.co.in,9986619761
675,Shantelle Purvis,Female,EEE,6.78,Shantelle Purvis@gmail.com,9986229499
676,James Walsh,Male,CSE,5.9,James Walsh@yahoo.co.in,9986419817
677,John Williams,Female,EEE,6.42,John Williams@rediffmail.com,9986468543
678,Anthony Bates,Female,EIE,9.07,Anthony Bates@yahoo.co.in,9986597028
679,Douglas Espinosa,Female,CSE,8.11,Douglas Espinosa@hotmail.com,9986401159
680,Bridget Schwab,Female,EEE,7.84,Bridget Schwab@rediffmail.com,9986152370
681,Kristen Brannon,Male,Mechanical,7.45,Kristen Brannon@gmail.com,9986794808
682,Barbara Dorn,Female,CSE,8.54,Barbara Dorn@hotmail.com,9986534540
683,Felicia Myers,Male,CSE,5.53,Felicia Myers@hotmail.com,9986823779
684,Mary Shadrick,Female,Mechanical,9.28,Mary Shadrick@hotmail.com,9986830157
685,Randall Vargas,Male,CSE,7.07,Randall Vargas@hotmail.com,9986042596
686,Freddie Suhr,Male,ECE,6.45,Freddie Suhr@yahoo.co.in,9986065067
687,Mathew Taylor,Male,EIE,7.97,Mathew Taylor@rediffmail.com,9986578982
688,Troy Sandoval,Male,Mechanical,8.35,Troy Sandoval@gmail.com,9986479388
689,Robert Briggs,Female,CSE,9.32,Robert Briggs@gmail.com,9986144158
690,Paul Boller,Male,ECE,7.27,Paul Boller@yahoo.co.in,9986055257
691,James Taylor,Male,CSE,6.03,James Taylor@gmail.com,9986837992
692,Anna Rudge,Male,EIE,8.02,Anna Rudge@gmail.com,9986221585
693,Wiley Brown,Female,Civil,5.81,Wiley Brown@rediffmail.com,9986322418
694,Jason Banh,Female,CSE,9.62,Jason Banh@hotmail.com,9986695382
695,Patrick Coster,Male,CSE,7.26,Patrick Coster@gmail.com,9986073174
696,Peter Strickland,Male,CSE,7.66,Peter Strickland@rediffmail.com,9986077613
697,Edward Iezzi,Female,EIE,6.28,Edward Iezzi@hotmail.com,9986641250
698,Jennifer Mitchell,Male,Civil,8.08,Jennifer Mitchell@yahoo.co.in,9986707149
699,Ronald Pickens,Male,CSE,9.12,Ronald Pickens@rediffmail.com,9986359231
700,George Caffrey,Male,CSE,9.41,George Caffrey@gmail.com,9986833069
701,Robin Berganza,Female,EIE,8.16,Robin Berganza@rediffmail.com,9986208647
702,Harvey Fraire,Female,EEE,5.09,Harvey Fraire@yahoo.co.in,9986883271
703,Mike Pershall,Female,CSE,6.49,Mike Pershall@yahoo.co.in,9986650529
704,Franklin Casazza,Male,EIE,6.13,Franklin Casazza@hotmail.com,9986245484
705,Earleen Mckinley,Female,Mechanical,8.57,Earleen Mckinley@hotmail.com,9986847236
706,Travis Washington,Female,ECE,8.74,Travis Washington@hotmail.com,9986553292
707,Janella Keller,Female,Civil,5.5,Janella Keller@gmail.com,9986995631
708,Kevin Wheeler,Male,CSE,7.04,Kevin Wheeler@gmail.com,9986147673
709,Clarence Smith,Female,EIE,5.91,Clarence Smith@hotmail.com,9986719770
710,Edward Padilla,Male,Civil,6.14,Edward Padilla@rediffmail.com,9986431182
711,Ora Sellars,Male,Mechanical,5.79,Ora Sellars@yahoo.co.in,9986829633
712,Christopher Johnson,Female,Mechanical,6.23,Christopher Johnson@gmail.com,9986275426
713,Margaret Charlesworth,Female,EIE,9.97,Margaret Charlesworth@rediffmail.com,9986033223
714,Anthony Lowery,Male,Civil,6.62,Anthony Lowery@gmail.com,9986651463
715,Nubia Johnson,Male,Mechanical,9.52,Nubia Johnson@rediffmail.com,9986156276
716,Shirley Leidall,Female,EIE,9.59,Shirley Leidall@yahoo.co.in,9986898256
717,John Weldon,Male,ECE,8.01,John Weldon@hotmail.com,9986313609
718,Stephen Rosenberger,Male,Mechanical,6.93,Stephen Rosenberger@yahoo.co.in,9986334991
719,Victoria Demar,Female,EIE,8.07,Victoria Demar@rediffmail.com,9986259709
720,Kristy Lugo,Male,EEE,9.79,Kristy Lugo@hotmail.com,9986209094
721,Emily Roberts,Female,EIE,6.22,Emily Roberts@yahoo.co.in,9986447394
722,David Phan,Male,Civil,9.22,David Phan@gmail.com,9986937292
723,Max Goris,Male,CSE,5.48,Max Goris@hotmail.com,9986125670
724,Luis Blume,Male,EIE,8.29,Luis Blume@rediffmail.com,9986942907
725,Charles Stevenson,Female,Mechanical,5.21,Charles Stevenson@hotmail.com,9986083678
726,John Hudson,Male,Civil,9.21,John Hudson@gmail.com,9986995492
727,Ada Wilkerson,Female,ECE,6.45,Ada Wilkerson@gmail.com,9986450964
728,Mitchell Mcnatt,Female,Mechanical,6.11,Mitchell Mcnatt@hotmail.com,9986696991
729,Anne Rutenberg,Male,Mechanical,6.4,Anne Rutenberg@gmail.com,9986272823
730,John Morton,Male,ECE,8.49,John Morton@gmail.com,9986460610
731,James Britton,Male,Mechanical,6.78,James Britton@yahoo.co.in,9986144211
732,Jean Cook,Male,ECE,6.21,Jean Cook@gmail.com,9986340912
733,Pamela Pollack,Female,CSE,7.02,Pamela Pollack@gmail.com,9986704233
734,Eric Hill,Male,Civil,6.85,Eric Hill@rediffmail.com,9986371944
735,Katherine Childress,Male,ECE,8.76,Katherine Childress@hotmail.com,9986478759
736,Richard Wilkerson,Male,Mechanical,6.43,Richard Wilkerson@hotmail.com,9986747040
737,Patricia Orozco,Female,Civil,7.54,Patricia Orozco@gmail.com,9986105534
738,Christine Borsellino,Female,EIE,7.9,Christine Borsellino@yahoo.co.in,9986164979
739,Richard Castro,Female,CSE,5.19,Richard Castro@hotmail.com,9986463608
740,Kathy Marston,Female,ECE,9.81,Kathy Marston@rediffmail.com,9986505034
741,Alden Danford,Female,EEE,7.77,Alden Danford@rediffmail.com,9986000120
742,Judith Hilt,Female,EEE,6.88,Judith Hilt@rediffmail.com,9986008910
743,Emma Fennern,Male,Mechanical,9.39,Emma Fennern@rediffmail.com,9986160742
744,John Dollar,Male,CSE,9.19,John Dollar@yahoo.co.in,9986458530
745,Jina Adams,Female,Civil,5.8,Jina Adams@rediffmail.com,9986304761
746,Virginia Rudge,Female,CSE,7.4,Virginia Rudge@gmail.com,9986408581
747,Giselle Goldberg,Female,ECE,8.77,Giselle Goldberg@gmail.com,9986951826
748,Sara Mcclay,Female,Civil,9.77,Sara Mcclay@hotmail.com,9986456426
749,Marlene Searson,Male,Civil,7.97,Marlene Searson@gmail.com,9986959302
750,Delia Garcia,Male,EIE,5.01,Delia Garcia@gmail.com,9986280690
751,Lowell Tyler,Female,Civil,8.27,Lowell Tyler@yahoo.co.in,9986938409
752,Peg May,Female,EIE,6.21,Peg May@yahoo.co.in,9986635654
753,Shonna Pilbin,Female,ECE,8.22,Shonna Pilbin@hotmail.com,9986829766
754,Gail Williams,Female,Mechanical,9.95,Gail Williams@gmail.com,9986191638
755,Rolanda Bowman,Female,EEE,7.2,Rolanda Bowman@hotmail.com,9986957191
756,Jennie Coley,Female,Mechanical,8.25,Jennie Coley@hotmail.com,9986339907
757,Ruben Jean,Male,EEE,9.72,Ruben Jean@hotmail.com,9986896926
758,Diane Calligan,Female,EIE,9.57,Diane Calligan@rediffmail.com,9986695547
759,David Olson,Female,Civil,7.46,David Olson@gmail.com,9986894479
760,Sharon Fredrick,Male,EIE,9.78,Sharon Fredrick@yahoo.co.in,9986316931
761,Richard Walker,Male,EEE,9.18,Richard Walker@yahoo.co.in,9986700246
762,Owen Lowry,Male,EIE,8.55,Owen Lowry@hotmail.com,9986565872
763,Barbara Rosboril,Female,Civil,5.7,Barbara Rosboril@hotmail.com,9986135645
764,Andrew Biss,Female,CSE,9.49,Andrew Biss@hotmail.com,9986267273
765,Mary Head,Male,EEE,6.11,Mary Head@hotmail.com,9986497464
766,Leslie Sastre,Male,Civil,6.99,Leslie Sastre@rediffmail.com,9986191987
767,Adam Albin,Female,EIE,7.56,Adam Albin@rediffmail.com,9986135514
768,Helen Howell,Male,ECE,9.92,Helen Howell@yahoo.co.in,9986161779
769,Joe Heikes,Male,EEE,5.27,Joe Heikes@hotmail.com,9986567187
770,Blanca Triana,Female,Civil,6.24,Blanca Triana@yahoo.co.in,9986919523
771,Sandra Maly,Male,Mechanical,8.58,Sandra Maly@rediffmail.com,9986738405
772,Rodney Novak,Female,CSE,6.26,Rodney Novak@hotmail.com,9986988419
773,William Hefferon,Male,Civil,5.72,William Hefferon@yahoo.co.in,9986123170
774,James Solt,Female,Civil,5.45,James Solt@yahoo.co.in,9986806322
775,Deanna Mcneill,Female,Civil,6.7,Deanna Mcneill@yahoo.co.in,9986890032
776,Jimmy Reidinger,Female,EEE,8.39,Jimmy Reidinger@hotmail.com,9986701969
777,Roy Welch,Female,CSE,9.44,Roy Welch@hotmail.com,9986522624
778,Elizabeth Barnes,Male,Mechanical,9.01,Elizabeth Barnes@yahoo.co.in,9986295640
779,John Stumpff,Female,ECE,5.28,John Stumpff@rediffmail.com,9986970187
780,Rebecca Mckinney,Female,CSE,6.06,Rebecca Mckinney@rediffmail.com,9986098723
781,Jamie Knotts,Male,EEE,9.97,Jamie Knotts@rediffmail.com,9986782096
782,Jack Wolfe,Male,Civil,9.99,Jack Wolfe@yahoo.co.in,9986763280
783,Maryjane Campbell,Female,ECE,6.18,Maryjane Campbell@rediffmail.com,9986343296
784,Heather Schoof,Male,Civil,5.09,Heather Schoof@yahoo.co.in,9986180846
785,Lisa Schmelzer,Male,ECE,8.99,Lisa Schmelzer@yahoo.co.in,9986854437
786,Tony Pace,Female,EIE,6.52,Tony Pace@yahoo.co.in,9986414490
787,Shirley Lake,Male,Mechanical,5.93,Shirley Lake@rediffmail.com,9986792914
788,David Billingslea,Female,ECE,6.5,David Billingslea@hotmail.com,9986809832
789,Albert Delacruz,Male,Mechanical,6.19,Albert Delacruz@rediffmail.com,9986266044
790,Joan Mcdade,Female,Civil,8.03,Joan Mcdade@yahoo.co.in,9986555842
791,Olivia Rego,Male,ECE,8.85,Olivia Rego@rediffmail.com,9986846240
792,Michael Osborn,Female,EEE,8.15,Michael Osborn@hotmail.com,9986075940
793,Saul Garcia,Male,CSE,9.48,Saul Garcia@gmail.com,9986260908
794,Rose Gilmore,Female,EEE,7.7,Rose Gilmore@yahoo.co.in,9986621285
795,Richard Smith,Male,CSE,5.83,Richard Smith@rediffmail.com,9986298100
796,Eugene Watson,Female,Mechanical,6.61,Eugene Watson@rediffmail.com,9986657435
797,Whitney Martin,Male,ECE,7.51,Whitney Martin@rediffmail.com,9986829129
798,Bernice Pendleton,Male,CSE,7.8,Bernice Pendleton@rediffmail.com,9986460225
799,Graham Vanwoert,Male,EEE,5.12,Graham Vanwoert@yahoo.co.in,9986452460
800,Jimmie Frisbee,Male,ECE,6.01,Jimmie Frisbee@rediffmail.com,9986505157
801,Theresa Kilpatrick,Male,Mechanical,9.56,Theresa Kilpatrick@yahoo.co.in,9986921547
802,Irish Carpenter,Female,CSE,6.18,Irish Carpenter@yahoo.co.in,9986288009
803,Dave Vazquez,Female,ECE,5.29,Dave Vazquez@yahoo.co.in,9986251185
804,Michael Alexander,Male,Civil,6.11,Michael Alexander@rediffmail.com,9986793048
805,Joan Adames,Female,CSE,9.07,Joan Adames@gmail.com,9986713010
806,Mary Scott,Female,EIE,8.9,Mary Scott@hotmail.com,9986046738
807,Kevin Wilson,Male,ECE,8.58,Kevin Wilson@hotmail.com,9986296595
808,Ruth Knoedler,Female,EIE,7.62,Ruth Knoedler@rediffmail.com,9986716373
809,Ellen Obrien,Male,EIE,5.21,Ellen Obrien@yahoo.co.in,9986533814
810,David Wells,Male,EIE,5.49,David Wells@gmail.com,9986763652
811,Judy Friend,Male,Civil,7.26,Judy Friend@yahoo.co.in,9986881618
812,Ramona Nava,Male,EEE,7.2,Ramona Nava@gmail.com,9986192585
813,Rachel Velazquez,Male,CSE,6.83,Rachel Velazquez@rediffmail.com,9986745651
814,Pearl Crisp,Male,CSE,7.46,Pearl Crisp@gmail.com,9986554407
815,Patrick Eshleman,Female,EEE,5.7,Patrick Eshleman@hotmail.com,9986947636
816,Sara Hayes,Male,Civil,8.12,Sara Hayes@rediffmail.com,9986123717
817,Brian Hakimian,Male,EIE,7.9,Brian Hakimian@gmail.com,9986730587
818,Wendell Barry,Male,EIE,8.04,Wendell Barry@yahoo.co.in,9986551715
819,Bruce Griffith,Male,EEE,6.6,Bruce Griffith@yahoo.co.in,9986633554
820,Andrew Halsey,Female,EIE,9.92,Andrew Halsey@hotmail.com,9986551587
821,Alisha Klouda,Male,ECE,9.56,Alisha Klouda@yahoo.co.in,9986701839
822,Lois Diaz,Female,Mechanical,8.51,Lois Diaz@hotmail.com,9986405569
823,Lauren Finnell,Male,EIE,5.28,Lauren Finnell@gmail.com,9986562504
824,Dale Clegg,Female,Mechanical,6.98,Dale Clegg@yahoo.co.in,9986217452
825,Michael Kruse,Female,Civil,8.04,Michael Kruse@gmail.com,9986454930
826,Michael Waggoner,Female,EIE,7.56,Michael Waggoner@yahoo.co.in,9986811536
827,Ebony Pizzo,Male,ECE,8.43,Ebony Pizzo@yahoo.co.in,9986799355
828,Lita Funke,Female,Civil,6.85,Lita Funke@gmail.com,9986024971
829,Laura Tate,Female,ECE,8.27,Laura Tate@gmail.com,9986580397
830,Donald Pursell,Female,Civil,6.57,Donald Pursell@gmail.com,9986917504
831,Ellen Harris,Male,EIE,6.12,Ellen Harris@gmail.com,9986942592
832,Nicholas Rogers,Female,Mechanical,5.91,Nicholas Rogers@gmail.com,9986075639
833,Luis Clapper,Male,ECE,7.19,Luis Clapper@yahoo.co.in,9986164981
834,Harold Alexander,Male,EIE,5.55,Harold Alexander@hotmail.com,9986865907
835,Frederick Smith,Female,Civil,8.28,Frederick Smith@hotmail.com,9986496164
836,Laura Mitchell,Female,Mechanical,6.98,Laura Mitchell@yahoo.co.in,9986081868
837,Nona Stroman,Male,ECE,5.82,Nona Stroman@yahoo.co.in,9986792871
838,Eric Kramer,Male,EIE,6.81,Eric Kramer@rediffmail.com,9986772589
839,Nancy Oneal,Male,Mechanical,9.36,Nancy Oneal@rediffmail.com,9986648410
840,Daisy Hall,Female,EEE,8.58,Daisy Hall@rediffmail.com,9986674895
841,Michael Salido,Male,Mechanical,7.99,Michael Salido@rediffmail.com,9986802453
842,Pamela Arms,Male,EIE,8.71,Pamela Arms@rediffmail.com,9986549679
843,Jana Ross,Male,EIE,5.1,Jana Ross@hotmail.com,9986163206
844,Anthony Celis,Male,Civil,9.0,Anthony Celis@hotmail.com,9986956222
845,George Fleming,Female,EIE,8.38,George Fleming@rediffmail.com,9986503447
846,Walter Osborne,Female,Civil,7.35,Walter Osborne@hotmail.com,9986073733
847,Lena Killoren,Male,CSE,7.11,Lena Killoren@yahoo.co.in,9986792232
848,Sharon Odell,Male,EEE,9.06,Sharon Odell@rediffmail.com,9986345665
849,Robert Dallas,Female,Civil,7.08,Robert Dallas@hotmail.com,9986666645
850,Cathern Gardner,Male,EIE,9.53,Cathern Gardner@rediffmail.com,9986508487
851,Gertrude Katayama,Female,ECE,7.99,Gertrude Katayama@gmail.com,9986236425
852,Robert Salvemini,Female,EEE,7.24,Robert Salvemini@yahoo.co.in,9986371896
853,Amber Chin,Female,EIE,8.62,Amber Chin@gmail.com,9986272834
854,Julie Gray,Male,Civil,7.91,Julie Gray@yahoo.co.in,9986979900
855,Julian Ling,Male,EIE,8.31,Julian Ling@rediffmail.com,9986858168
856,David Bassford,Male,EEE,8.83,David Bassford@rediffmail.com,9986130559
857,Brad Peterson,Male,EEE,5.14,Brad Peterson@rediffmail.com,9986809954
858,Darwin Hadiaris,Male,EIE,7.27,Darwin Hadiaris@hotmail.com,9986329083
859,Lisa Hines,Female,EEE,9.18,Lisa Hines@yahoo.co.in,9986701956
860,Patricia Klinger,Female,Mechanical,5.27,Patricia Klinger@rediffmail.com,9986741309
861,Darwin Noakes,Female,EEE,9.9,Darwin Noakes@gmail.com,9986258131
862,Robert Lacey,Male,Civil,7.36,Robert Lacey@yahoo.co.in,9986753131
863,Earl Blanchette,Female,Mechanical,7.73,Earl Blanchette@yahoo.co.in,9986083067
864,Jesse Mitchell,Male,CSE,5.23,Jesse Mitchell@hotmail.com,9986310395
865,Barbara Lutz,Male,ECE,5.76,Barbara Lutz@hotmail.com,9986007664
866,Raymond Butts,Female,EIE,9.61,Raymond Butts@yahoo.co.in,9986370811
867,Malinda Johnson,Male,Mechanical,7.53,Malinda Johnson@yahoo.co.in,9986983429
868,Ivan Hayes,Female,Mechanical,7.98,Ivan Hayes@rediffmail.com,9986498834
869,Michael Graham,Female,EIE,7.75,Michael Graham@yahoo.co.in,9986155636
870,Valerie Zook,Female,Mechanical,7.91,Valerie Zook@hotmail.com,9986109036
871,Larry Bolden,Female,EEE,9.32,Larry Bolden@yahoo.co.in,9986941539
872,Joseph Hayes,Male,CSE,7.21,Joseph Hayes@yahoo.co.in,9986195882
873,Charles Lucio,Male,CSE,8.03,Charles Lucio@yahoo.co.in,9986485791
874,Isabel Aumick,Male,ECE,6.26,Isabel Aumick@hotmail.com,9986712781
875,Tina Jolicoeur,Female,EIE,6.65,Tina Jolicoeur@rediffmail.com,9986357569
876,Betty Shields,Female,CSE,7.88,Betty Shields@gmail.com,9986936930
877,Jaime Miner,Male,Mechanical,7.52,Jaime Miner@rediffmail.com,9986481279
878,Jason Huddleston,Female,Civil,6.27,Jason Huddleston@rediffmail.com,9986937422
879,Jo Chandler,Male,EEE,7.6,Jo Chandler@yahoo.co.in,9986132884
880,Mary Cummings,Female,Civil,8.4,Mary Cummings@rediffmail.com,9986847903
881,Christina Barboza,Male,CSE,5.19,Christina Barboza@rediffmail.com,9986416093
882,Doris Hawkins,Female,EEE,6.7,Doris Hawkins@hotmail.com,9986655462
883,Martha Ramsey,Male,Civil,5.52,Martha Ramsey@gmail.com,9986875662
884,Jerry Flowe,Female,EIE,8.02,Jerry Flowe@yahoo.co.in,9986754545
885,David Sebeniecher,Female,EIE,6.92,David Sebeniecher@rediffmail.com,9986937944
886,Juanita Hutto,Male,Mechanical,9.8,Juanita Hutto@gmail.com,9986820868
887,Sherry Janke,Male,ECE,8.05,Sherry Janke@rediffmail.com,9986736168
888,David Hashimoto,Female,CSE,5.88,David Hashimoto@hotmail.com,9986733396
889,Hong Vanhoy,Male,CSE,9.62,Hong Vanhoy@hotmail.com,9986309561
890,Don Stevenson,Male,ECE,5.43,Don Stevenson@hotmail.com,9986844955
891,Lisa Maguire,Female,ECE,9.25,Lisa Maguire@hotmail.com,9986852276
892,Albert Robinson,Female,Mechanical,9.03,Albert Robinson@rediffmail.com,9986713107
893,Shirley Lovecchio,Male,Civil,7.33,Shirley Lovecchio@rediffmail.com,9986500213
894,Ruby Shrefler,Male,EEE,7.43,Ruby Shrefler@rediffmail.com,9986365808
895,Arlene Young,Female,EEE,7.44,Arlene Young@hotmail.com,9986732855
896,Naomi Hill,Female,Civil,6.96,Naomi Hill@rediffmail.com,9986117423
897,Amy Thomas,Male,EEE,5.6,Amy Thomas@hotmail.com,9986356871
898,Alda Williams,Male,ECE,8.85,Alda Williams@yahoo.co.in,9986128230
899,Beth Lucas,Female,Mechanical,6.74,Beth Lucas@gmail.com,9986122314
900,Patricia Mcdaniel,Male,Civil,8.57,Patricia Mcdaniel@gmail.com,9986267574
901,Wendy Smith,Male,CSE,9.05,Wendy Smith@yahoo.co.in,9986661912
902,John Cermeno,Male,Civil,6.76,John Cermeno@rediffmail.com,9986419329
903,Ricardo Anderson,Female,Civil,8.56,Ricardo Anderson@yahoo.co.in,9986381532
904,Donald Steger,Female,Mechanical,5.69,Donald Steger@yahoo.co.in,9986625474
905,Leonard Pinette,Female,Civil,6.98,Leonard Pinette@rediffmail.com,9986989295
906,Frank Hodgkins,Male,Mechanical,5.47,Frank Hodgkins@yahoo.co.in,9986330388
907,Jessica Cox,Male,ECE,5.28,Jessica Cox@yahoo.co.in,9986647887
908,Lorriane Thompson,Male,ECE,9.71,Lorriane Thompson@gmail.com,9986385740
909,Kevin Maynard,Male,EEE,8.63,Kevin Maynard@gmail.com,9986641139
910,Sang Adams,Female,Civil,5.51,Sang Adams@hotmail.com,9986423392
911,Gary Paradis,Female,Mechanical,7.53,Gary Paradis@yahoo.co.in,9986633061
912,Stefanie Mitchell,Female,Civil,8.25,Stefanie Mitchell@hotmail.com,9986571780
913,Monique Lawrence,Female,ECE,5.22,Monique Lawrence@gmail.com,9986480091
914,Erika Martin,Male,CSE,9.42,Erika Martin@rediffmail.com,9986348732
915,Robert Mendoza,Male,EIE,5.27,Robert Mendoza@yahoo.co.in,9986829348
916,Ola Matheson,Male,EEE,9.75,Ola Matheson@gmail.com,9986588338
917,Bertha Grant,Female,EEE,5.41,Bertha Grant@yahoo.co.in,9986496564
918,John Johnson,Male,Civil,10.0,John Johnson@yahoo.co.in,9986040059
919,Katherine Allen,Male,EIE,8.05,Katherine Allen@hotmail.com,9986975435
920,Austin Pearson,Female,EEE,6.14,Austin Pearson@rediffmail.com,9986938819
921,Jack Mccoy,Male,Mechanical,6.59,Jack Mccoy@gmail.com,9986042046
922,Thomas Randel,Male,Mechanical,8.15,Thomas Randel@hotmail.com,9986732276
923,Norma Brooks,Female,EEE,7.3,Norma Brooks@rediffmail.com,9986488322
924,Jeannine Miranda,Male,ECE,6.25,Jeannine Miranda@yahoo.co.in,9986349505
925,Amy Harmon,Male,Civil,8.29,Amy Harmon@rediffmail.com,9986183728
926,Mark Vause,Female,CSE,9.87,Mark Vause@hotmail.com,9986729331
927,Jane Mooney,Male,Mechanical,5.84,Jane Mooney@yahoo.co.in,9986616803
928,Dana Frost,Female,Mechanical,8.09,Dana Frost@yahoo.co.in,9986119125
929,Lala Riley,Male,EEE,8.69,Lala Riley@hotmail.com,9986998803
930,Patrick Hemrich,Male,EEE,9.2,Patrick Hemrich@hotmail.com,9986195417
931,Ella Myers,Female,EEE,9.4,Ella Myers@gmail.com,9986406462
932,Kenneth Mcwilliams,Female,EIE,8.54,Kenneth Mcwilliams@hotmail.com,9986934163
933,Christine Guest,Female,EIE,7.2,Christine Guest@rediffmail.com,9986400426
934,Eric Freeman,Male,Mechanical,7.23,Eric Freeman@gmail.com,9986077199
935,Annette Perez,Female,Civil,8.77,Annette Perez@yahoo.co.in,9986805992
936,Grace Bass,Female,EIE,8.46,Grace Bass@rediffmail.com,9986027033
937,Charles Greene,Male,Civil,7.46,Charles Greene@hotmail.com,9986493019
938,Shirley Figueroa,Female,EEE,9.53,Shirley Figueroa@gmail.com,9986364041
939,Nancy Alston,Female,ECE,6.6,Nancy Alston@rediffmail.com,9986106610
940,Jose Scherer,Female,Mechanical,6.89,Jose Scherer@yahoo.co.in,9986247918
941,Cortez Hunt,Female,CSE,6.48,Cortez Hunt@gmail.com,9986257355
942,Carol Perry,Male,ECE,5.31,Carol Perry@yahoo.co.in,9986618718
943,Martha Scott,Male,EEE,8.98,Martha Scott@gmail.com,9986700079
944,Nery Miller,Male,Mechanical,7.19,Nery Miller@rediffmail.com,9986725315
945,Patrick Bianchi,Male,CSE,5.47,Patrick Bianchi@hotmail.com,9986781386
946,Geneva Harper,Female,EEE,5.34,Geneva Harper@gmail.com,9986421741
947,Opal Adkins,Male,Civil,9.16,Opal Adkins@yahoo.co.in,9986807497
948,Don Mclaughlin,Male,ECE,6.91,Don Mclaughlin@rediffmail.com,9986287058
949,Ramon Crisafi,Male,ECE,7.12,Ramon Crisafi@rediffmail.com,9986147207
950,Ellen Burton,Male,EIE,9.22,Ellen Burton@hotmail.com,9986200573
951,Jim Fuller,Female,CSE,9.22,Jim Fuller@rediffmail.com,9986221366
952,James Bradford,Male,Civil,6.37,James Bradford@yahoo.co.in,9986267756
953,Arthur Weiser,Male,Civil,8.8,Arthur Weiser@gmail.com,9986765950
954,Joseph Clemons,Male,EEE,8.02,Joseph Clemons@gmail.com,9986158220
955,Jordan Cromwell,Female,Mechanical,9.19,Jordan Cromwell@rediffmail.com,9986033137
956,Ron Bishop,Female,Civil,9.5,Ron Bishop@rediffmail.com,9986820761
957,Cesar Wallerich,Female,ECE,8.91,Cesar Wallerich@yahoo.co.in,9986902788
958,Elizabeth Hernandez,Female,CSE,5.91,Elizabeth Hernandez@hotmail.com,9986642473
959,Casey Horta,Male,Civil,8.75,Casey Horta@gmail.com,9986194034
960,John Bellamy,Female,EIE,5.94,John Bellamy@yahoo.co.in,9986438692
961,Nathan Howard,Male,EEE,7.46,Nathan Howard@hotmail.com,9986976902
962,Robert Guajardo,Female,EEE,9.55,Robert Guajardo@yahoo.co.in,9986875020
963,Glen Miles,Female,CSE,6.49,Glen Miles@gmail.com,9986088473
964,Benny Williams,Female,Mechanical,6.38,Benny Williams@rediffmail.com,9986239227
965,Jessica Parks,Male,CSE,7.19,Jessica Parks@rediffmail.com,9986033589
966,Shane Ramsey,Male,Mechanical,9.87,Shane Ramsey@gmail.com,9986219963
967,Rebecca Mimbs,Female,Civil,9.34,Rebecca Mimbs@yahoo.co.in,9986721461
968,Melanie Nava,Female,ECE,6.46,Melanie Nava@yahoo.co.in,9986074218
969,Lisa Plaza,Male,ECE,9.73,Lisa Plaza@gmail.com,9986646650
970,Naomi Firkins,Male,CSE,7.25,Naomi Firkins@gmail.com,9986610182
971,Sarah Furr,Female,Civil,8.29,Sarah Furr@gmail.com,9986307138
972,Debra Flinn,Male,Civil,8.64,Debra Flinn@gmail.com,9986557661
973,Patrick Marks,Male,Civil,8.0,Patrick Marks@rediffmail.com,9986645395
974,Wilbur Connell,Male,EEE,9.88,Wilbur Connell@gmail.com,9986214440
975,Ben Miller,Female,ECE,5.3,Ben Miller@yahoo.co.in,9986679003
976,Amber Fitzpatrick,Male,ECE,9.27,Amber Fitzpatrick@hotmail.com,9986022285
977,Tony Parmley,Male,Mechanical,8.19,Tony Parmley@hotmail.com,9986922538
978,Eli Mcneill,Male,ECE,5.03,Eli Mcneill@gmail.com,9986675390
979,Jennifer Bastien,Female,EIE,6.57,Jennifer Bastien@hotmail.com,9986281804
980,Thad Freiler,Male,Civil,6.18,Thad Freiler@hotmail.com,9986658875
981,Millie Mcdole,Male,ECE,5.53,Millie Mcdole@yahoo.co.in,9986032042
982,Marion Dotson,Female,Mechanical,8.87,Marion Dotson@hotmail.com,9986094489
983,Mary Eusebio,Male,EIE,9.02,Mary Eusebio@yahoo.co.in,9986944829
984,Yvette Jeanes,Female,ECE,5.22,Yvette Jeanes@rediffmail.com,9986945582
