RegNo,Name,Gender,Department,CGPA,Email,Contact
20183203,Katherine Dallas,Female,Mechanical,7.81,KatherineDallas@gmail.com,9986133903
20183204,Stephen Sinclair,Male,ECE,7.93,StephenSinclair@rediffmail.com,9986589273
20183205,Rafaela Searle,Male,EIE,7.85,RafaelaSearle@gmail.com,9986267384
20183206,Beverly Lewin,Male,CSE,8.28,BeverlyLewin@rediffmail.com,9986387257
20183207,Marilyn Lee,Male,EIE,8.7,MarilynLee@gmail.com,9986737341
20183208,Donovan Hill,Male,EIE,9.62,DonovanHill@hotmail.com,9986675854
20183209,Margaret Garner,Male,EIE,7.51,MargaretGarner@rediffmail.com,9986277295
20183210,Glenn Sims,Male,EEE,9.64,GlennSims@yahoo.co.in,9986936392
20183211,Elma Mihm,Male,EIE,8.09,ElmaMihm@rediffmail.com,9986042853
20183212,Steven Bolling,Female,Civil,6.99,StevenBolling@hotmail.com,9986523402
20183213,Willard Yeend,Male,ECE,9.91,WillardYeend@gmail.com,9986370630
20183214,Delores Cohn,Female,EEE,9.05,DeloresCohn@yahoo.co.in,9986388545
20183215,Dorothy Westgate,Male,Mechanical,6.3,DorothyWestgate@hotmail.com,9986493668
20183216,Michael Hemrich,Male,CSE,5.51,MichaelHemrich@rediffmail.com,9986021336
20183217,Joshua Legore,Female,Mechanical,7.56,JoshuaLegore@hotmail.com,9986221708
20183218,Clara Hernandez,Male,Civil,7.9,ClaraHernandez@gmail.com,9986733178
20183219,Lynette Buchanan,Female,Mechanical,5.96,LynetteBuchanan@gmail.com,9986678785
20183220,Vanessa Bennett,Female,Civil,8.27,VanessaBennett@rediffmail.com,9986710373
20183221,Glen Gannon,Male,CSE,6.72,GlenGannon@rediffmail.com,9986107777
20183222,Otis Cowan,Male,Civil,9.6,OtisCowan@hotmail.com,9986085758
20183223,Omar Cunningham,Male,ECE,6.89,OmarCunningham@hotmail.com,9986544034
20183224,Arthur Demelis,Male,CSE,5.6,ArthurDemelis@yahoo.co.in,9986448258
20183225,Robert Anderson,Male,EIE,6.33,RobertAnderson@gmail.com,9986365402
20183226,Mindy Deluna,Female,EEE,6.5,MindyDeluna@gmail.com,9986664364
20183227,Lucrecia Warren,Female,Mechanical,8.87,LucreciaWarren@rediffmail.com,9986133810
20183228,Dexter Lawrence,Male,Civil,9.78,DexterLawrence@rediffmail.com,9986210929
20183229,Harrison Smullen,Female,Mechanical,9.9,HarrisonSmullen@gmail.com,9986603408
20183230,Kevin White,Male,ECE,9.74,KevinWhite@gmail.com,9986701795
20183231,David Schrader,Male,Civil,9.05,DavidSchrader@rediffmail.com,9986470729
20183232,Patrick Walker,Male,EEE,5.48,PatrickWalker@gmail.com,9986166591
20183233,Linda Tonkin,Male,Mechanical,8.82,LindaTonkin@hotmail.com,9986105529
20183234,Tanya Monroe,Female,Civil,6.0,TanyaMonroe@hotmail.com,9986538111
20183235,Jimmie Barnes,Female,ECE,6.26,JimmieBarnes@rediffmail.com,9986937506
20183236,Angel Martin,Male,Mechanical,7.52,AngelMartin@yahoo.co.in,9986348180
20183237,Alisha Woodruff,Male,ECE,7.31,AlishaWoodruff@gmail.com,9986228110
20183238,John Fisher,Female,Civil,5.82,JohnFisher@rediffmail.com,9986271971
20183239,Charlene Miller,Male,CSE,8.84,CharleneMiller@yahoo.co.in,9986308458
20183240,Jack Faught,Male,EIE,6.65,JackFaught@rediffmail.com,9986016433
20183241,Mary Kidd,Female,ECE,9.02,MaryKidd@gmail.com,9986422864
20183242,Kyle Cruice,Female,EEE,9.06,KyleCruice@yahoo.co.in,9986914418
20183243,Michael Pridgen,Female,EEE,6.63,MichaelPridgen@gmail.com,9986529595
20183244,Marvin Jozwick,Female,ECE,9.33,MarvinJozwick@gmail.com,9986768937
20183245,Janie Williams,Female,EEE,5.93,JanieWilliams@hotmail.com,9986786420
20183246,Erik Mitchell,Male,ECE,8.7,ErikMitchell@yahoo.co.in,9986552124
20183247,Jeremy Turner,Male,CSE,5.79,JeremyTurner@gmail.com,9986147168
20183248,Gordon Leon,Female,ECE,8.78,GordonLeon@hotmail.com,9986121728
20183249,Sina Mcsorley,Female,Mechanical,5.83,SinaMcsorley@rediffmail.com,9986917396
20183250,William Ceja,Female,Civil,8.52,WilliamCeja@rediffmail.com,9986478185
20183251,Tiffany Jobe,Male,Mechanical,5.96,TiffanyJobe@hotmail.com,9986388874
20183252,Lauren Rivett,Female,ECE,7.9,LaurenRivett@gmail.com,9986064558
20183253,Sherry Odonnell,Male,EIE,6.53,SherryOdonnell@gmail.com,9986654948
20183254,Kenneth Fitting,Male,EEE,7.95,KennethFitting@rediffmail.com,9986326713
20183255,Rhonda Gibson,Female,Mechanical,7.25,RhondaGibson@hotmail.com,9986292304
20183256,Malinda Demski,Male,EIE,5.49,MalindaDemski@hotmail.com,9986104545
20183257,Margie Morrison,Male,EEE,8.76,MargieMorrison@gmail.com,9986069609
20183258,Lucy Mullen,Male,CSE,7.28,LucyMullen@gmail.com,9986659175
20183259,Charles Whitmire,Female,CSE,8.28,CharlesWhitmire@hotmail.com,9986312824
20183260,Janet Shields,Female,ECE,6.58,JanetShields@hotmail.com,9986030203
20183261,Mary Grubbs,Male,EEE,8.41,MaryGrubbs@rediffmail.com,9986062095
20183262,Donald Fernandez,Male,Mechanical,8.59,DonaldFernandez@gmail.com,9986446744
20183263,Eva Zacharias,Female,Civil,5.47,EvaZacharias@rediffmail.com,9986450334
20183264,Janice Hager,Female,Civil,5.2,JaniceHager@hotmail.com,9986478253
20183265,Virginia Shelton,Male,EIE,9.5,VirginiaShelton@hotmail.com,9986774060
20183266,Tracy Marcum,Female,EIE,7.68,TracyMarcum@rediffmail.com,9986000297
20183267,Tina Cooper,Male,EEE,8.32,TinaCooper@hotmail.com,9986358011
20183268,Mark Blair,Male,EEE,8.46,MarkBlair@yahoo.co.in,9986442400
20183269,Bonnie Davis,Female,EIE,8.05,BonnieDavis@rediffmail.com,9986799636
20183270,Tommie Wagner,Female,EEE,9.81,TommieWagner@yahoo.co.in,9986775625
20183271,Lisa Brown,Female,CSE,9.37,LisaBrown@rediffmail.com,9986278532
20183272,Jennifer Hollis,Female,Civil,7.03,JenniferHollis@yahoo.co.in,9986247842
20183273,Kenny Willard,Female,Civil,9.98,KennyWillard@gmail.com,9986306704
20183274,Ruby Hoffman,Female,EEE,6.41,RubyHoffman@gmail.com,9986859363
20183275,Jason Anglen,Female,Mechanical,5.85,JasonAnglen@hotmail.com,9986916530
20183276,Blake Lambert,Female,CSE,7.96,BlakeLambert@rediffmail.com,9986871955
20183277,Rachel Adams,Male,ECE,8.54,RachelAdams@yahoo.co.in,9986526865
20183278,Ed Lai,Female,Civil,6.25,EdLai@gmail.com,9986181980
20183279,James Keys,Female,Mechanical,8.98,JamesKeys@hotmail.com,9986633700
20183280,Debra Tolles,Female,ECE,7.33,DebraTolles@rediffmail.com,9986612044
20183281,Alex Hasbrouck,Male,EIE,5.88,AlexHasbrouck@gmail.com,9986890579
20183282,Dianne Olives,Male,EIE,7.93,DianneOlives@gmail.com,9986721185
20183283,Bob Sodhi,Male,Mechanical,6.68,BobSodhi@yahoo.co.in,9986943320
20183284,David Thompson,Female,EEE,9.73,DavidThompson@hotmail.com,9986690069
20183285,Myron Wilkins,Male,Mechanical,7.51,MyronWilkins@hotmail.com,9986240941
20183286,Sidney Abrams,Female,ECE,9.2,SidneyAbrams@rediffmail.com,9986800553
20183287,Cathi Caban,Female,Civil,8.96,CathiCaban@rediffmail.com,9986040784
20183288,Lonnie Carlson,Female,EEE,6.25,LonnieCarlson@gmail.com,9986767493
20183289,Eric Goodson,Female,Mechanical,5.24,EricGoodson@rediffmail.com,9986927877
20183290,Katie London,Male,Civil,9.31,KatieLondon@yahoo.co.in,9986884582
20183291,Abigail Caravello,Female,EEE,9.3,AbigailCaravello@rediffmail.com,9986037498
20183292,Kelvin Fields,Female,CSE,5.99,KelvinFields@gmail.com,9986654639
20183293,Dorothy Crim,Male,Mechanical,7.32,DorothyCrim@yahoo.co.in,9986649718
20183294,Lillian Oliver,Male,ECE,6.89,LillianOliver@gmail.com,9986280353
20183295,James Pollock,Female,EIE,6.9,JamesPollock@gmail.com,9986404216
20183296,Courtney Robertson,Female,Mechanical,5.01,CourtneyRobertson@rediffmail.com,9986780319
20183297,Karl Walter,Male,Civil,5.27,KarlWalter@rediffmail.com,9986373600
20183298,James Williams,Male,EEE,5.05,JamesWilliams@rediffmail.com,9986619565
20183299,Fred Wilkins,Female,Mechanical,8.56,FredWilkins@hotmail.com,9986125320
20183300,William Wright,Female,Mechanical,8.78,WilliamWright@hotmail.com,9986362247
20183301,Geneva Schmidt,Female,EIE,7.14,GenevaSchmidt@rediffmail.com,9986747279
20183302,Alexander Schiller,Female,Civil,8.67,AlexanderSchiller@rediffmail.com,9986634385
20183303,Joseph Spoon,Female,EEE,8.28,JosephSpoon@rediffmail.com,9986721374
20183304,William Peters,Female,ECE,6.81,WilliamPeters@gmail.com,9986157977
20183305,Wendy Brodsky,Male,EEE,7.4,WendyBrodsky@yahoo.co.in,9986478502
20183306,Robert Lucas,Male,CSE,8.01,RobertLucas@rediffmail.com,9986375160
20183307,Jason Sawyer,Female,EIE,9.13,JasonSawyer@yahoo.co.in,9986403610
20183308,Christina Seit,Male,EIE,8.28,ChristinaSeit@gmail.com,9986139788
20183309,Andrew Perego,Male,EEE,8.97,AndrewPerego@hotmail.com,9986707650
20183310,Adam Lombardo,Male,CSE,8.6,AdamLombardo@rediffmail.com,9986510564
20183311,Kennith Mercado,Male,CSE,6.47,KennithMercado@yahoo.co.in,9986001121
20183312,Tyrone Benway,Female,EIE,7.25,TyroneBenway@hotmail.com,9986330100
20183313,Robert Elliott,Male,CSE,8.07,RobertElliott@rediffmail.com,9986380427
20183314,Chantal Ford,Female,Civil,9.16,ChantalFord@rediffmail.com,9986366733
20183315,Allen Munson,Female,EIE,7.69,AllenMunson@yahoo.co.in,9986221875
20183316,Gina Ewing,Female,EIE,9.14,GinaEwing@rediffmail.com,9986345854
20183317,Elizabeth Jones,Male,ECE,6.01,ElizabethJones@hotmail.com,9986302282
20183318,Felicia Sumter,Male,CSE,5.61,FeliciaSumter@hotmail.com,9986022288
20183319,Cheryl Rowland,Male,EIE,8.62,CherylRowland@rediffmail.com,9986690636
20183320,Micheal Ballas,Female,EEE,8.99,MichealBallas@rediffmail.com,9986287765
20183321,Jimmy Whitehead,Male,CSE,8.65,JimmyWhitehead@rediffmail.com,9986479465
20183322,Daphne Wade,Male,Civil,9.93,DaphneWade@rediffmail.com,9986559711
20183323,Kevin Jones,Female,Civil,6.12,KevinJones@hotmail.com,9986952569
20183324,Kimberly Feyh,Female,CSE,5.48,KimberlyFeyh@hotmail.com,9986109762
20183325,Margaret Monterroso,Male,Mechanical,6.01,MargaretMonterroso@yahoo.co.in,9986106256
20183326,Kent Love,Female,EEE,5.85,KentLove@rediffmail.com,9986791714
20183327,Bruce Hesse,Female,EIE,6.01,BruceHesse@hotmail.com,9986690471
20183328,Thomas Madore,Female,Mechanical,7.66,ThomasMadore@gmail.com,9986519376
20183329,Lakeisha Davis,Female,EEE,9.76,LakeishaDavis@rediffmail.com,9986745714
20183330,Sarah Stevens,Male,Civil,6.52,SarahStevens@yahoo.co.in,9986238307
20183331,Julian Renee,Male,ECE,8.28,JulianRenee@yahoo.co.in,9986379829
20183332,Lynn Davis,Female,Mechanical,7.92,LynnDavis@hotmail.com,9986120618
20183333,John Cromwell,Male,ECE,8.52,JohnCromwell@rediffmail.com,9986048541
20183334,Mary Venable,Female,CSE,9.99,MaryVenable@yahoo.co.in,9986147686
20183335,George Schmidt,Male,CSE,7.0,GeorgeSchmidt@gmail.com,9986378837
20183336,Megan Biggers,Male,Mechanical,9.69,MeganBiggers@yahoo.co.in,9986503179
20183337,Meg Glaze,Female,CSE,5.59,MegGlaze@rediffmail.com,9986822284
20183338,Scarlett Valdes,Male,ECE,8.08,ScarlettValdes@rediffmail.com,9986552963
20183339,Vivienne Sisson,Female,CSE,6.61,VivienneSisson@hotmail.com,9986534998
20183340,Virginia Seaman,Male,ECE,9.11,VirginiaSeaman@rediffmail.com,9986038457
20183341,Rachel Craig,Female,EEE,9.35,RachelCraig@rediffmail.com,9986102804
20183342,Howard Mills,Male,EEE,9.37,HowardMills@yahoo.co.in,9986616573
20183343,William Greenwood,Male,Mechanical,5.52,WilliamGreenwood@hotmail.com,9986470027
20183344,Inez Crisafi,Male,ECE,5.98,InezCrisafi@rediffmail.com,9986497893
20183345,Otis Garcia,Male,CSE,7.11,OtisGarcia@hotmail.com,9986271350
20183346,Lisa Kelly,Male,EIE,8.94,LisaKelly@gmail.com,9986176721
20183347,Gwendolyn Gonzalez,Male,ECE,5.84,GwendolynGonzalez@hotmail.com,9986938354
20183348,Elizabeth Moore,Female,EIE,5.14,ElizabethMoore@gmail.com,9986295104
20183349,Eric Flores,Male,EIE,8.96,EricFlores@rediffmail.com,9986816188
20183350,Julie Gonzalez,Female,ECE,5.05,JulieGonzalez@yahoo.co.in,9986363799
20183351,James Fusco,Male,ECE,8.77,JamesFusco@gmail.com,9986678058
20183352,Janet Holland,Female,ECE,5.64,JanetHolland@rediffmail.com,9986743738
20183353,Joseph Stewart,Female,ECE,8.43,JosephStewart@rediffmail.com,9986877022
20183354,Daniel Bolinger,Male,Mechanical,7.86,DanielBolinger@rediffmail.com,9986764566
20183355,Walter Ross,Male,Mechanical,7.63,WalterRoss@hotmail.com,9986149832
20183356,Laura Higman,Female,EIE,8.58,LauraHigman@gmail.com,9986859833
20183357,Alan Valentin,Female,EIE,6.01,AlanValentin@gmail.com,9986474610
20183358,David Sanders,Female,EIE,8.37,DavidSanders@gmail.com,9986082621
20183359,Henry Rumsey,Female,CSE,6.47,HenryRumsey@gmail.com,9986787258
20183360,Cathie Kendrick,Female,EIE,5.1,CathieKendrick@hotmail.com,9986025538
20183361,Cathy Anderson,Female,Mechanical,8.2,CathyAnderson@gmail.com,9986890235
20183362,Christopher Corbeil,Female,EEE,8.67,ChristopherCorbeil@yahoo.co.in,9986617031
20183363,Anna Myrick,Female,Civil,8.06,AnnaMyrick@rediffmail.com,9986908070
20183364,Kay Lassiter,Female,CSE,5.32,KayLassiter@hotmail.com,9986375070
20183365,Elwood Price,Female,CSE,9.45,ElwoodPrice@rediffmail.com,9986854755
20183366,Rebecca Zwick,Female,EIE,9.78,RebeccaZwick@rediffmail.com,9986424367
20183367,Marion Atchley,Male,EIE,7.28,MarionAtchley@gmail.com,9986103479
20183368,Michael Modzelewski,Female,CSE,5.83,MichaelModzelewski@gmail.com,9986660594
20183369,Kathy Garrison,Male,Mechanical,9.46,KathyGarrison@yahoo.co.in,9986169175
20183370,Paul Hill,Male,EEE,6.87,PaulHill@rediffmail.com,9986473197
20183371,Ruth Waldal,Female,EIE,5.69,RuthWaldal@yahoo.co.in,9986359093
20183372,Debra Jimenez,Female,CSE,7.33,DebraJimenez@yahoo.co.in,9986145094
20183373,Nick Bell,Male,EIE,5.47,NickBell@hotmail.com,9986721855
20183374,Calvin Eubanks,Male,ECE,6.58,CalvinEubanks@yahoo.co.in,9986801568
20183375,Stacy Gray,Female,ECE,5.93,StacyGray@hotmail.com,9986717418
20183376,Javier Hale,Male,CSE,5.02,JavierHale@gmail.com,9986790408
20183377,Ava Lachance,Male,EIE,6.97,AvaLachance@yahoo.co.in,9986377951
20183378,Juanita Shedden,Female,EEE,7.79,JuanitaShedden@gmail.com,9986953191
20183379,Greg Ortega,Male,Civil,9.51,GregOrtega@rediffmail.com,9986587715
20183380,Staci Lippincott,Male,CSE,8.58,StaciLippincott@hotmail.com,9986486389
20183381,Malcolm Ray,Female,ECE,5.66,MalcolmRay@hotmail.com,9986144787
20183382,Christina Harman,Female,CSE,6.14,ChristinaHarman@hotmail.com,9986056329
20183383,Dorothy Garcia,Female,ECE,5.01,DorothyGarcia@yahoo.co.in,9986281507
20183384,Cindy Walters,Female,CSE,7.78,CindyWalters@hotmail.com,9986577718
20183385,David Kelleher,Male,EEE,6.09,DavidKelleher@gmail.com,9986656286
20183386,Thomas Lowery,Male,Civil,8.79,ThomasLowery@rediffmail.com,9986892518
20183387,Lori Voorhis,Male,EEE,8.27,LoriVoorhis@rediffmail.com,9986921449
20183388,Arlene Mullings,Female,Mechanical,6.81,ArleneMullings@hotmail.com,9986631166
20183389,Kelly Mccoy,Female,Civil,8.33,KellyMccoy@hotmail.com,9986526906
20183390,John Hildebrand,Male,EEE,6.51,JohnHildebrand@gmail.com,9986792897
20183391,Charles Shaffer,Female,EEE,8.4,CharlesShaffer@gmail.com,9986200944
20183392,Amy Briones,Female,Civil,5.22,AmyBriones@yahoo.co.in,9986225271
20183393,Daniel Dillon,Female,Mechanical,9.78,DanielDillon@gmail.com,9986157798
20183394,Marci Brown,Female,EEE,6.68,MarciBrown@hotmail.com,9986817306
20183395,Claude Turnage,Female,Mechanical,7.97,ClaudeTurnage@hotmail.com,9986998761
20183396,Terrance Nguyen,Male,EEE,7.46,TerranceNguyen@hotmail.com,9986825647
20183397,Sandra Jacobs,Female,Mechanical,8.64,SandraJacobs@hotmail.com,9986880212
20183398,Marie Camargo,Female,CSE,5.17,MarieCamargo@gmail.com,9986544214
20183399,Michael Dennis,Female,EIE,5.43,MichaelDennis@hotmail.com,9986277107
20183400,Karin Caro,Female,EIE,7.16,KarinCaro@hotmail.com,9986725145
20183401,Ella Olivares,Male,CSE,6.57,EllaOlivares@yahoo.co.in,9986635401
20183402,Mary Rice,Female,EIE,8.41,MaryRice@gmail.com,9986743114
20183403,Thomas Pryor,Male,Civil,6.07,ThomasPryor@yahoo.co.in,9986540658
20183404,Deloris Gentsy,Female,Civil,9.98,DelorisGentsy@hotmail.com,9986821140
20183405,Mark Martin,Male,CSE,5.36,MarkMartin@yahoo.co.in,9986381158
20183406,Edward Modica,Female,EIE,7.12,EdwardModica@rediffmail.com,9986805108
20183407,Charles Bignall,Female,CSE,7.89,CharlesBignall@gmail.com,9986193009
20183408,Lisa Gomez,Male,Civil,5.88,LisaGomez@hotmail.com,9986010529
20183409,Jennifer Beckham,Male,Mechanical,5.86,JenniferBeckham@rediffmail.com,9986930680
20183410,Ira Dye,Male,CSE,6.11,IraDye@gmail.com,9986571910
20183411,Randy Hubbard,Female,Mechanical,5.29,RandyHubbard@gmail.com,9986643930
20183412,Charlene Woodard,Female,Mechanical,8.05,CharleneWoodard@gmail.com,9986306766
20183413,Jessica Carey,Female,CSE,7.21,JessicaCarey@rediffmail.com,9986909562
20183414,John Gross,Male,CSE,9.29,JohnGross@hotmail.com,9986111672
20183415,Juan Hildebrand,Male,Mechanical,8.33,JuanHildebrand@gmail.com,9986723583
20183416,Wm Seel,Male,EEE,9.37,WmSeel@yahoo.co.in,9986709461
20183417,Mark Frost,Male,Civil,7.79,MarkFrost@yahoo.co.in,9986336123
20183418,Granville Alexander,Female,Mechanical,8.19,GranvilleAlexander@hotmail.com,9986584741
20183419,Thomas Galioto,Male,Civil,8.12,ThomasGalioto@rediffmail.com,9986146112
20183420,Marta Billings,Female,ECE,6.46,MartaBillings@hotmail.com,9986139700
20183421,Ignacio Henderson,Female,EIE,9.76,IgnacioHenderson@gmail.com,9986367714
20183422,Keith Teel,Female,EIE,6.92,KeithTeel@gmail.com,9986256744
20183423,Hector Rubalcava,Female,CSE,8.49,HectorRubalcava@yahoo.co.in,9986184791
20183424,Florence Burton,Female,Mechanical,6.26,FlorenceBurton@gmail.com,9986425355
20183425,Tanner Smith,Female,Civil,5.73,TannerSmith@gmail.com,9986419277
20183426,Charles Pinkney,Male,CSE,7.4,CharlesPinkney@yahoo.co.in,9986271843
20183427,Scott Welch,Female,ECE,6.49,ScottWelch@hotmail.com,9986803317
20183428,Lillian Lupu,Female,EIE,7.19,LillianLupu@yahoo.co.in,9986268434
20183429,Frances Burr,Female,EIE,8.91,FrancesBurr@yahoo.co.in,9986329261
20183430,Ricky Casey,Female,CSE,8.42,RickyCasey@hotmail.com,9986665351
20183431,Margaret Bowland,Male,EIE,5.02,MargaretBowland@gmail.com,9986513161
20183432,Lynn Vazquez,Female,EEE,6.77,LynnVazquez@gmail.com,9986570272
20183433,Glenn Williams,Male,EIE,6.04,GlennWilliams@hotmail.com,9986859306
20183434,Carrie Reed,Male,Civil,9.07,CarrieReed@gmail.com,9986677586
20183435,Shirley Mikulak,Male,Mechanical,8.47,ShirleyMikulak@rediffmail.com,9986465397
20183436,James Campbell,Male,ECE,8.58,JamesCampbell@rediffmail.com,9986473815
20183437,Robert Davis,Female,Mechanical,5.53,RobertDavis@yahoo.co.in,9986732121
20183438,Nicholas Fletcher,Male,CSE,7.04,NicholasFletcher@hotmail.com,9986519985
20183439,Tracy Lopez,Male,Mechanical,5.47,TracyLopez@yahoo.co.in,9986134461
20183440,Joel Mahood,Female,Civil,9.45,JoelMahood@yahoo.co.in,9986756676
20183441,Angela Frink,Male,Mechanical,9.83,AngelaFrink@yahoo.co.in,9986603259
20183442,Ricky Bryant,Female,Civil,8.88,RickyBryant@gmail.com,9986534111
20183443,Oscar Mitchell,Female,Civil,9.76,OscarMitchell@hotmail.com,9986237972
20183444,Robert Ramirez,Male,ECE,5.76,RobertRamirez@yahoo.co.in,9986937678
20183445,Charlene Smolik,Female,Civil,5.29,CharleneSmolik@rediffmail.com,9986227192
20183446,Gilda Reiley,Male,EEE,8.68,GildaReiley@gmail.com,9986384181
20183447,Mary Long,Female,CSE,7.87,MaryLong@gmail.com,9986265748
20183448,Richard Gonzalez,Female,Civil,8.68,RichardGonzalez@yahoo.co.in,9986044472
20183449,Joshua Taylor,Female,CSE,5.74,JoshuaTaylor@rediffmail.com,9986004441
20183450,Kathy Ferreira,Male,Civil,6.21,KathyFerreira@gmail.com,9986563315
20183451,Irving Gompf,Female,CSE,8.09,IrvingGompf@yahoo.co.in,9986229468
20183452,James Roylance,Female,EEE,7.29,JamesRoylance@gmail.com,9986497571
20183453,Olivia Galvan,Male,CSE,8.87,OliviaGalvan@yahoo.co.in,9986926104
20183454,Jamie Beddo,Male,CSE,5.37,JamieBeddo@rediffmail.com,9986426325
20183455,Gary Valentine,Female,ECE,6.87,GaryValentine@hotmail.com,9986886103
20183456,Ruth Smith,Male,Civil,9.43,RuthSmith@hotmail.com,9986666810
20183457,Joseph Scott,Male,EIE,5.23,JosephScott@yahoo.co.in,9986314720
20183458,Doris Lessman,Male,Mechanical,6.55,DorisLessman@rediffmail.com,9986880704
20183459,Charlotte Llewellyn,Male,EIE,9.23,CharlotteLlewellyn@rediffmail.com,9986595842
20183460,Esther Donohue,Female,CSE,8.14,EstherDonohue@rediffmail.com,9986023761
20183461,Robert Wilson,Male,Mechanical,5.27,RobertWilson@hotmail.com,9986178067
20183462,Carmen Cooke,Female,Mechanical,5.09,CarmenCooke@gmail.com,9986137539
20183463,Marylou Mann,Male,ECE,7.13,MarylouMann@rediffmail.com,9986846639
20183464,Tammy Sutton,Male,Mechanical,9.24,TammySutton@yahoo.co.in,9986317859
20183465,Don Bowers,Female,Civil,5.65,DonBowers@rediffmail.com,9986729131
20183466,Thomas Leech,Male,CSE,8.6,ThomasLeech@hotmail.com,9986827675
20183467,Lydia Lorenz,Female,Mechanical,6.62,LydiaLorenz@hotmail.com,9986413406
20183468,Daniel Kossman,Male,Mechanical,6.34,DanielKossman@hotmail.com,9986684208
20183469,Kenneth Banks,Male,Mechanical,8.38,KennethBanks@gmail.com,9986631942
20183470,Michael Lockett,Female,Civil,8.98,MichaelLockett@yahoo.co.in,9986556199
20183471,Leonard Hofheimer,Female,Civil,9.75,LeonardHofheimer@gmail.com,9986421719
20183472,Flora White,Female,Mechanical,7.03,FloraWhite@rediffmail.com,9986675058
20183473,June Arguellez,Male,ECE,5.67,JuneArguellez@hotmail.com,9986467790
20183474,Norbert Bullock,Male,CSE,8.83,NorbertBullock@hotmail.com,9986290415
20183475,Margie Davis,Female,Civil,6.47,MargieDavis@hotmail.com,9986607731
20183476,Jacqueline Schmid,Male,CSE,7.65,JacquelineSchmid@rediffmail.com,9986817848
20183477,Annie Prather,Male,EIE,5.71,AnniePrather@yahoo.co.in,9986127554
20183478,Shauna Henderson,Female,CSE,8.25,ShaunaHenderson@gmail.com,9986344271
20183479,Christopher Nichelson,Female,Civil,7.99,ChristopherNichelson@rediffmail.com,9986957793
20183480,Phyllis Dunkin,Female,Mechanical,9.05,PhyllisDunkin@gmail.com,9986174463
20183481,Darlene Mccann,Female,Mechanical,8.97,DarleneMccann@yahoo.co.in,9986071644
20183482,Aaron Feldman,Male,CSE,9.61,AaronFeldman@gmail.com,9986779460
20183483,Robert Jimenez,Female,Civil,8.77,RobertJimenez@gmail.com,9986205894
20183484,David Ramos,Female,EEE,8.39,DavidRamos@rediffmail.com,9986552328
20183485,Charles Garvin,Male,Civil,6.45,CharlesGarvin@rediffmail.com,9986806228
20183486,Ladonna Abbenante,Female,CSE,7.86,LadonnaAbbenante@rediffmail.com,9986721977
20183487,David Boyd,Female,EEE,7.2,DavidBoyd@hotmail.com,9986931793
20183488,Joseph Dunn,Female,ECE,9.03,JosephDunn@yahoo.co.in,9986853137
20183489,Thelma Dominguez,Female,ECE,6.15,ThelmaDominguez@yahoo.co.in,9986402679
20183490,Stella Nedd,Male,EEE,7.27,StellaNedd@yahoo.co.in,9986761738
20183491,Steven Ard,Male,EEE,6.66,StevenArd@yahoo.co.in,9986953545
20183492,Dorothy Finney,Male,ECE,8.1,DorothyFinney@yahoo.co.in,9986077780
20183493,Marcelo Loe,Female,ECE,7.51,MarceloLoe@gmail.com,9986033932
20183494,Sandra Tang,Male,EIE,7.88,SandraTang@gmail.com,9986874087
20183495,George Ona,Male,CSE,5.33,GeorgeOna@yahoo.co.in,9986000777
20183496,Gregory Ceniceros,Male,ECE,6.74,GregoryCeniceros@gmail.com,9986710730
20183497,Barbara Hill,Female,Civil,7.98,BarbaraHill@yahoo.co.in,9986867768
20183498,Erica Pacheo,Female,CSE,9.66,EricaPacheo@gmail.com,9986496788
20183499,Hilde Deforest,Male,CSE,9.27,HildeDeforest@gmail.com,9986200101
20183500,Lorenzo Young,Male,ECE,8.48,LorenzoYoung@hotmail.com,9986415987
20183501,Charlene Juliana,Male,Civil,5.46,CharleneJuliana@gmail.com,9986359290
20183502,Edith Shrum,Male,Civil,6.02,EdithShrum@gmail.com,9986973118
20183503,Antonio Bruno,Female,ECE,7.66,AntonioBruno@yahoo.co.in,9986068338
20183504,Guillermina Slaughter,Female,EEE,6.55,GuillerminaSlaughter@gmail.com,9986446659
20183505,Edmond Butler,Female,EEE,7.24,EdmondButler@yahoo.co.in,9986223486
20183506,Alina Brady,Female,CSE,5.57,AlinaBrady@yahoo.co.in,9986966349
20183507,Doris Avis,Male,CSE,7.73,DorisAvis@gmail.com,9986848131
20183508,Stephen Erlebach,Female,EEE,6.09,StephenErlebach@rediffmail.com,9986515777
20183509,Maria Zien,Male,EEE,6.39,MariaZien@rediffmail.com,9986794512
20183510,Heather Kendall,Male,CSE,6.68,HeatherKendall@gmail.com,9986498828
20183511,Laura Adams,Male,CSE,6.61,LauraAdams@rediffmail.com,9986547201
20183512,Linda Cacciotti,Male,Civil,9.13,LindaCacciotti@rediffmail.com,9986122214
20183513,Cynthia Fleming,Female,ECE,9.73,CynthiaFleming@gmail.com,9986107666
20183514,Maureen Candelaria,Female,EIE,9.59,MaureenCandelaria@yahoo.co.in,9986083210
20183515,Jewel Crews,Female,ECE,7.16,JewelCrews@gmail.com,9986206855
20183516,Janice Baker,Female,Mechanical,9.35,JaniceBaker@yahoo.co.in,9986167176
20183517,Jeffrey Walton,Male,CSE,5.07,JeffreyWalton@yahoo.co.in,9986727803
20183518,Herschel Turner,Male,EEE,8.66,HerschelTurner@yahoo.co.in,9986734526
