REGISTRATION_NUMBER,STUDENT_NAME,STUDENT_GENDER,STUDENT_DEPARTMENT,STUDENT_CGPA,STUDENT_EMAILID,STUDENT_CONTACT_NUMBER 
2344,Carol Lean,Male,EIE,6.72,CarolLean@hotmail.com,9986630902
2345,Jennifer Berkey,Female,CSE,7.99,JenniferBerkey@hotmail.com,9986957234
2346,Debra Handy,Female,Civil,8.12,DebraHandy@hotmail.com,9986020570
2347,Arthur Currier,Male,Civil,5.88,ArthurCurrier@hotmail.com,9986168108
2348,Jerry Gomez,Male,CSE,6.82,JerryGomez@hotmail.com,9986198412
2349,Lindsay Phillips,Male,ECE,6.92,LindsayPhillips@rediffmail.com,9986167439
2350,Leslie Jordan,Female,EEE,5.82,LeslieJordan@rediffmail.com,9986198519
2351,Julian Stutzman,Male,Civil,7.06,JulianStutzman@hotmail.com,9986719027
2352,Ronald Mitchell,Female,EEE,8.52,RonaldMitchell@gmail.com,9986343567
2353,Christopher Mccarty,Male,EIE,8.91,ChristopherMccarty@yahoo.co.in,9986957109
2354,Cristina Poorman,Female,CSE,7.83,CristinaPoorman@yahoo.co.in,9986658142
2355,Deandre Blackburn,Female,EEE,9.43,DeandreBlackburn@gmail.com,9986253848
2356,Annette Hummel,Male,ECE,9.56,AnnetteHummel@hotmail.com,9986825491
2357,Doris Todd,Male,Civil,7.24,DorisTodd@gmail.com,9986975423
2358,Marcelle Dionne,Male,Civil,5.79,MarcelleDionne@hotmail.com,9986445857
2359,Mary Mcelveen,Male,Civil,7.85,MaryMcelveen@gmail.com,9986158125
2360,Joshua Ellingson,Female,CSE,6.25,JoshuaEllingson@gmail.com,9986819266
2361,Joseph Thompson,Male,EIE,8.99,JosephThompson@gmail.com,9986088341
2362,Jeri Howard,Female,Civil,9.97,JeriHoward@yahoo.co.in,9986883077
2363,Daniel Viele,Female,Civil,6.16,DanielViele@yahoo.co.in,9986782520
2364,William Brickley,Male,EEE,6.5,WilliamBrickley@rediffmail.com,9986779704
2365,Kelly Leclerc,Female,EEE,6.64,KellyLeclerc@yahoo.co.in,9986577184
2366,Emma Slenker,Female,ECE,9.54,EmmaSlenker@rediffmail.com,9986550055
2367,Michael Keiss,Male,CSE,5.53,MichaelKeiss@hotmail.com,9986064420
2368,Kevin Abeyta,Female,EIE,9.59,KevinAbeyta@yahoo.co.in,9986810668
2369,Ryan Tongate,Female,EIE,7.09,RyanTongate@rediffmail.com,9986355594
2370,Courtney Porter,Male,Civil,5.24,CourtneyPorter@rediffmail.com,9986231265
2371,Florence Reed,Female,ECE,9.85,FlorenceReed@gmail.com,9986297538
2372,Walter Frey,Female,CSE,5.68,WalterFrey@gmail.com,9986536706
2373,Craig Smallwood,Male,EIE,7.94,CraigSmallwood@yahoo.co.in,9986065686
2374,Grace Beckett,Male,Mechanical,6.46,GraceBeckett@hotmail.com,9986209262
2375,Timothy Ehmann,Female,ECE,8.07,TimothyEhmann@hotmail.com,9986941971
2376,Arthur Davis,Male,ECE,7.36,ArthurDavis@gmail.com,9986038129
2377,Robert Gardella,Female,Mechanical,9.69,RobertGardella@yahoo.co.in,9986474497
2378,Rosalind Graig,Male,CSE,9.5,RosalindGraig@rediffmail.com,9986188965
2379,Arnold Taylor,Male,EEE,9.04,ArnoldTaylor@yahoo.co.in,9986081266
2380,Penelope Dinsmore,Male,Mechanical,6.99,PenelopeDinsmore@hotmail.com,9986166897
2381,Lisa Littlejohn,Female,EIE,9.96,LisaLittlejohn@yahoo.co.in,9986554605
2382,Brian Munday,Male,EIE,9.93,BrianMunday@rediffmail.com,9986637610
2383,Lester Dunkle,Female,Civil,8.64,LesterDunkle@hotmail.com,9986559929
2384,Sonia Morgan,Female,Mechanical,6.03,SoniaMorgan@rediffmail.com,9986316683
2385,Mark Williamson,Male,Civil,6.66,MarkWilliamson@yahoo.co.in,9986531335
2386,Cassandra James,Male,EIE,6.07,CassandraJames@hotmail.com,9986207046
2387,Mose Geddes,Male,CSE,9.07,MoseGeddes@rediffmail.com,9986613441
2388,Heather Seward,Male,ECE,5.08,HeatherSeward@hotmail.com,9986090390
2389,Charles Kirby,Male,Mechanical,5.68,CharlesKirby@yahoo.co.in,9986035532
2390,Janet Hood,Female,EEE,9.88,JanetHood@rediffmail.com,9986000216
2391,Amy Jaques,Female,EEE,7.3,AmyJaques@yahoo.co.in,9986039306
2392,Randy Delgado,Male,CSE,7.58,RandyDelgado@rediffmail.com,9986455013
2393,David Bourdeau,Female,CSE,8.73,DavidBourdeau@hotmail.com,9986465958
2394,Miguel Lesko,Female,EEE,9.06,MiguelLesko@yahoo.co.in,9986614041
2395,Kathleen West,Male,Mechanical,8.07,KathleenWest@gmail.com,9986162287
2396,Michael Newport,Female,ECE,5.99,MichaelNewport@rediffmail.com,9986012756
2397,Marilyn Mccollum,Female,ECE,8.3,MarilynMccollum@gmail.com,9986499470
2398,Hazel Clark,Female,EIE,8.07,HazelClark@rediffmail.com,9986557748
2399,Bertha Dorris,Male,Mechanical,9.9,BerthaDorris@rediffmail.com,9986566059
2400,Brad Mcpherson,Male,EIE,5.67,BradMcpherson@yahoo.co.in,9986638579
2401,Jessica King,Female,EIE,5.53,JessicaKing@yahoo.co.in,9986494261
2402,Carrie Mead,Male,EEE,9.77,CarrieMead@hotmail.com,9986936845
2403,Shayne Sanchez,Male,EEE,7.6,ShayneSanchez@hotmail.com,9986289153
2404,Joseph Hampton,Male,ECE,9.33,JosephHampton@yahoo.co.in,9986166489
2405,Herbert Pistilli,Male,Mechanical,6.69,HerbertPistilli@rediffmail.com,9986169939
2406,Suzanna Lawrence,Male,ECE,6.46,SuzannaLawrence@gmail.com,9986577449
2407,Laura Shultz,Male,Civil,7.48,LauraShultz@rediffmail.com,9986125643
2408,Stephanie Bradley,Female,ECE,7.27,StephanieBradley@hotmail.com,9986152459
2409,Estelle Collins,Female,EEE,7.25,EstelleCollins@yahoo.co.in,9986774462
2410,Jeffrey Carr,Female,EEE,7.03,JeffreyCarr@gmail.com,9986518841
2411,Rene Sedore,Female,ECE,5.85,ReneSedore@gmail.com,9986379476
2412,Luis Morton,Male,EEE,6.5,LuisMorton@rediffmail.com,9986585408
2413,Jacqueline Ross,Male,EIE,7.69,JacquelineRoss@rediffmail.com,9986205667
2414,Wilma Ooten,Male,EIE,8.03,WilmaOoten@yahoo.co.in,9986504335
2415,Veronica Johnson,Male,Mechanical,9.76,VeronicaJohnson@hotmail.com,9986004109
2416,Debbie Bowman,Female,EIE,6.66,DebbieBowman@gmail.com,9986584617
2417,Herbert Minton,Male,Civil,5.5,HerbertMinton@rediffmail.com,9986237680
2418,Bernard Morgan,Female,EIE,5.3,BernardMorgan@gmail.com,9986583226
2419,Taylor Wang,Male,CSE,9.75,TaylorWang@yahoo.co.in,9986212613
2420,David Bozell,Female,EEE,7.32,DavidBozell@hotmail.com,9986467115
2421,Francisco Moton,Female,ECE,6.45,FranciscoMoton@rediffmail.com,9986788427
2422,Anderson Harvey,Male,Mechanical,6.36,AndersonHarvey@hotmail.com,9986923759
2423,Jeff Breen,Male,EEE,7.69,JeffBreen@hotmail.com,9986984130
2424,William Liu,Male,Mechanical,8.67,WilliamLiu@yahoo.co.in,9986798480
2425,Philomena Bates,Male,EEE,8.01,PhilomenaBates@yahoo.co.in,9986159415
2426,Stephen Goodwin,Male,ECE,6.99,StephenGoodwin@yahoo.co.in,9986628747
2427,Christi Bell,Female,CSE,8.28,ChristiBell@yahoo.co.in,9986194292
2428,Albert Fulton,Female,Mechanical,8.22,AlbertFulton@gmail.com,9986282247
2429,Mary Foxworth,Female,EEE,5.31,MaryFoxworth@yahoo.co.in,9986868182
2430,Paul Patterson,Male,CSE,6.17,PaulPatterson@rediffmail.com,9986642078
2431,Belinda Barnes,Male,CSE,9.66,BelindaBarnes@rediffmail.com,9986359032
2432,Susan Springer,Male,CSE,8.61,SusanSpringer@hotmail.com,9986929300
2433,Pauline Davis,Male,ECE,5.38,PaulineDavis@rediffmail.com,9986863055
2434,Phillip Barkley,Female,EEE,9.86,PhillipBarkley@gmail.com,9986538561
2435,Mary Fairbairn,Female,EEE,5.34,MaryFairbairn@rediffmail.com,9986944236
2436,Wayne Hundley,Male,ECE,6.0,WayneHundley@rediffmail.com,9986985274
2437,Ronald Bowling,Female,EIE,8.96,RonaldBowling@rediffmail.com,9986708064
2438,Howard Millington,Male,Civil,5.44,HowardMillington@rediffmail.com,9986888607
2439,George Milstead,Male,EIE,9.09,GeorgeMilstead@rediffmail.com,9986273445
2440,Charles Pinegar,Female,Civil,6.37,CharlesPinegar@gmail.com,9986011922
2441,Maurice Ballard,Female,CSE,5.48,MauriceBallard@rediffmail.com,9986036739
2442,Elizabeth Moran,Male,Mechanical,7.93,ElizabethMoran@gmail.com,9986551530
2443,Andrea Bloomgren,Female,ECE,9.3,AndreaBloomgren@gmail.com,9986154092
2444,Julius Sorrells,Male,EEE,8.68,JuliusSorrells@yahoo.co.in,9986851179
2445,Robert Disla,Male,CSE,5.31,RobertDisla@hotmail.com,9986336035
2446,Samuel Fontenette,Male,EEE,5.62,SamuelFontenette@rediffmail.com,9986478405
2447,Edward Lee,Female,EEE,9.17,EdwardLee@yahoo.co.in,9986033388
2448,Frances Stone,Female,CSE,6.99,FrancesStone@rediffmail.com,9986781395
2449,Nelson Johnson,Male,EIE,9.31,NelsonJohnson@hotmail.com,9986864820
2450,Celesta Tse,Female,EIE,6.49,CelestaTse@hotmail.com,9986515033
2451,Jamie Wright,Female,ECE,6.18,JamieWright@rediffmail.com,9986910327
2452,Arlene Johnson,Male,EEE,5.89,ArleneJohnson@gmail.com,9986924420
2453,Fay Wilson,Female,CSE,8.01,FayWilson@gmail.com,9986828139
2454,Nilsa Weber,Male,CSE,7.85,NilsaWeber@gmail.com,9986043644
2455,Jose Stidham,Male,Civil,6.92,JoseStidham@gmail.com,9986136429
2456,Frankie Burchinal,Male,CSE,7.06,FrankieBurchinal@rediffmail.com,9986295275
2457,George King,Male,EEE,8.03,GeorgeKing@yahoo.co.in,9986994642
2458,Steven Mobley,Female,Civil,8.21,StevenMobley@rediffmail.com,9986560149
2459,Nancy Leung,Female,EIE,5.34,NancyLeung@rediffmail.com,9986357712
2460,Rick Harris,Female,CSE,9.04,RickHarris@rediffmail.com,9986639209
2461,Cindy Jackson,Male,ECE,7.39,CindyJackson@hotmail.com,9986092018
2462,Jeffery Downey,Female,EIE,9.97,JefferyDowney@yahoo.co.in,9986657284
2463,Henry Almaguer,Female,CSE,7.15,HenryAlmaguer@gmail.com,9986096967
2464,Jim Epps,Female,Civil,5.43,JimEpps@yahoo.co.in,9986641216
2465,Marie Romano,Male,Mechanical,6.24,MarieRomano@yahoo.co.in,9986707907
2466,Edith Remington,Male,CSE,6.79,EdithRemington@rediffmail.com,9986795570
2467,Linda Thomas,Female,EEE,6.36,LindaThomas@hotmail.com,9986932556
2468,Connie Harrison,Female,EEE,9.25,ConnieHarrison@gmail.com,9986895559
2469,Roselia Simmons,Female,Civil,9.23,RoseliaSimmons@hotmail.com,9986574909
2470,James Hester,Male,CSE,7.34,JamesHester@yahoo.co.in,9986914228
2471,Mary Clark,Female,Civil,9.19,MaryClark@yahoo.co.in,9986556998
2472,Andrew Szczesny,Male,ECE,9.85,AndrewSzczesny@rediffmail.com,9986146429
2473,Austin Hartzell,Female,EEE,8.47,AustinHartzell@rediffmail.com,9986846237
2474,Victor Gwyn,Male,Civil,7.01,VictorGwyn@hotmail.com,9986202722
2475,Nellie Blue,Female,EEE,9.07,NellieBlue@hotmail.com,9986738424
2476,Brian Henry,Female,Civil,8.93,BrianHenry@hotmail.com,9986059857
2477,Maria Treuter,Male,Civil,7.37,MariaTreuter@gmail.com,9986659546
2478,Phillip Koenig,Female,ECE,8.32,PhillipKoenig@yahoo.co.in,9986264343
2479,Paul Jackson,Female,Mechanical,7.29,PaulJackson@gmail.com,9986570248
2480,Calvin Manzo,Male,EEE,8.85,CalvinManzo@yahoo.co.in,9986777892
2481,Robert Becerra,Female,Civil,6.26,RobertBecerra@yahoo.co.in,9986573070
2482,Carmen Kilpatrick,Female,EIE,5.79,CarmenKilpatrick@gmail.com,9986064953
2483,Brian Kyger,Female,Civil,8.19,BrianKyger@hotmail.com,9986032838
2484,Valrie Lhuillier,Male,CSE,7.96,ValrieLhuillier@rediffmail.com,9986029042
2485,Marie Henry,Male,EEE,7.52,MarieHenry@yahoo.co.in,9986922423
2486,Jeffery Foy,Male,ECE,7.84,JefferyFoy@rediffmail.com,9986396335
2487,Jack Dale,Female,Civil,5.56,JackDale@hotmail.com,9986487505
2488,Lindsay Hommel,Female,CSE,9.19,LindsayHommel@rediffmail.com,9986676261
2489,Frank Gaston,Female,EIE,9.64,FrankGaston@gmail.com,9986519353
2490,William Holland,Male,CSE,8.69,WilliamHolland@yahoo.co.in,9986235826
2491,Jessie Nichols,Female,Mechanical,5.32,JessieNichols@rediffmail.com,9986685381
2492,Joshua Duckett,Male,EIE,5.38,JoshuaDuckett@yahoo.co.in,9986422134
2493,Kelly Irvine,Male,ECE,9.39,KellyIrvine@hotmail.com,9986642713
2494,Dale Williams,Female,Civil,6.99,DaleWilliams@rediffmail.com,9986763346
2495,Shirley Chase,Female,Civil,5.91,ShirleyChase@hotmail.com,9986327219
2496,Theodore Rhead,Female,Civil,8.12,TheodoreRhead@rediffmail.com,9986811717
2497,Mary Ralston,Female,ECE,5.07,MaryRalston@hotmail.com,9986201440
2498,Collette Bates,Male,ECE,7.68,ColletteBates@rediffmail.com,9986255137
2499,Susana Webb,Male,ECE,9.33,SusanaWebb@hotmail.com,9986543360
2500,Mark Honse,Female,Mechanical,5.5,MarkHonse@yahoo.co.in,9986913686
2501,Coleman Johnson,Female,CSE,6.0,ColemanJohnson@rediffmail.com,9986689154
2502,Thomas Lyons,Male,EEE,5.09,ThomasLyons@hotmail.com,9986436694
2503,Tina Sullivan,Male,EIE,6.87,TinaSullivan@hotmail.com,9986919398
2504,Fred Bridenbaker,Male,Civil,6.38,FredBridenbaker@rediffmail.com,9986933257
2505,Edwin Greenwell,Female,CSE,7.7,EdwinGreenwell@hotmail.com,9986162518
2506,Beryl Peterson,Female,EIE,6.78,BerylPeterson@rediffmail.com,9986561612
2507,Richard Lutz,Female,Civil,8.36,RichardLutz@gmail.com,9986391051
2508,Frank Miller,Female,ECE,6.41,FrankMiller@yahoo.co.in,9986059567
2509,Kenneth Baker,Female,CSE,6.02,KennethBaker@hotmail.com,9986052058
2510,Warren Debarge,Female,Mechanical,5.55,WarrenDebarge@hotmail.com,9986968084
2511,Rodolfo Lee,Female,ECE,9.67,RodolfoLee@gmail.com,9986519692
2512,Christopher Davis,Female,EIE,5.52,ChristopherDavis@yahoo.co.in,9986881948
2513,Enrique Holmes,Female,EIE,9.97,EnriqueHolmes@rediffmail.com,9986104216
2514,Peter Stanick,Female,EIE,7.49,PeterStanick@hotmail.com,9986793655
2515,Lisa Mendoza,Female,Mechanical,9.34,LisaMendoza@yahoo.co.in,9986653182
2516,Wesley Cash,Female,ECE,6.63,WesleyCash@rediffmail.com,9986486287
2517,Terri Stafford,Female,CSE,5.69,TerriStafford@rediffmail.com,9986666832
2518,Raymond Salafia,Male,EEE,5.63,RaymondSalafia@hotmail.com,9986602429
2519,Margaret Telleria,Male,Mechanical,9.8,MargaretTelleria@hotmail.com,9986791286
2520,Sergio Green,Female,EEE,7.15,SergioGreen@hotmail.com,9986582244
2521,Christopher Robinson,Female,EIE,5.3,ChristopherRobinson@yahoo.co.in,9986013497
2522,Marie Miller,Female,ECE,7.02,MarieMiller@rediffmail.com,9986538217
2523,Yvonne Santiago,Female,EIE,8.9,YvonneSantiago@yahoo.co.in,9986003601
2524,Larry Pepper,Male,EIE,7.92,LarryPepper@yahoo.co.in,9986537269
2525,Jennifer Ratliff,Female,EEE,7.87,JenniferRatliff@hotmail.com,9986525967
2526,Brenda Walsh,Female,EEE,7.04,BrendaWalsh@rediffmail.com,9986451958
2527,Rachael Matteucci,Male,EEE,5.55,RachaelMatteucci@yahoo.co.in,9986405826
2528,Nancy Flaming,Female,Civil,9.39,NancyFlaming@yahoo.co.in,9986624879
2529,Boyd Johnson,Male,Civil,8.69,BoydJohnson@hotmail.com,9986586186
2530,Tasha Payne,Female,ECE,8.24,TashaPayne@gmail.com,9986460017
2531,Justin Small,Male,Mechanical,7.12,JustinSmall@hotmail.com,9986819690
2532,Micheal Harju,Male,EIE,5.19,MichealHarju@hotmail.com,9986509178
2533,Richard Moon,Female,Civil,8.28,RichardMoon@rediffmail.com,9986618159
2534,Pearlie Thomas,Male,Mechanical,7.88,PearlieThomas@yahoo.co.in,9986657969
2535,Pamela Molina,Female,CSE,8.83,PamelaMolina@rediffmail.com,9986758902
2536,Arthur Burris,Female,Mechanical,9.69,ArthurBurris@gmail.com,9986950247
2537,Theresa Nielsen,Female,Civil,9.92,TheresaNielsen@rediffmail.com,9986845862
2538,David Crawford,Male,CSE,5.56,DavidCrawford@yahoo.co.in,9986715598
2539,Louise Winslow,Male,ECE,8.17,LouiseWinslow@hotmail.com,9986766747
2540,Kara Shore,Male,EIE,7.19,KaraShore@yahoo.co.in,9986158025
2541,Willie Harley,Male,CSE,7.97,WillieHarley@hotmail.com,9986632652
2542,John Pettway,Female,EEE,8.64,JohnPettway@gmail.com,9986226055
2543,Gerald Sheekey,Male,CSE,9.74,GeraldSheekey@rediffmail.com,9986712087
2544,Lori Small,Male,CSE,9.12,LoriSmall@hotmail.com,9986755069
2545,Kelsey Jackson,Male,Mechanical,8.5,KelseyJackson@yahoo.co.in,9986612619
2546,Martha Strachan,Male,CSE,5.17,MarthaStrachan@hotmail.com,9986396342
2547,Jerry Folger,Male,Mechanical,7.22,JerryFolger@hotmail.com,9986893723
2548,David Mcdaniel,Male,Mechanical,8.68,DavidMcdaniel@hotmail.com,9986333748
2549,Richard Schafer,Male,EIE,5.97,RichardSchafer@gmail.com,9986425362
2550,Richard Edgeworth,Female,Civil,8.34,RichardEdgeworth@hotmail.com,9986866693
2551,Ann Schreiner,Female,EIE,5.15,AnnSchreiner@rediffmail.com,9986660633
2552,Thomas Kline,Female,Mechanical,7.33,ThomasKline@yahoo.co.in,9986289760
2553,Maggie Mcclellan,Female,CSE,9.41,MaggieMcclellan@gmail.com,9986115209
2554,Donna Avallone,Male,EIE,5.09,DonnaAvallone@gmail.com,9986383012
2555,Gwendolyn Hastings,Female,EIE,7.3,GwendolynHastings@gmail.com,9986359307
2556,Clyde Prentice,Male,Civil,9.62,ClydePrentice@gmail.com,9986687815
2557,Charles Potts,Male,Civil,8.69,CharlesPotts@yahoo.co.in,9986043126
2558,Norma Mata,Female,Mechanical,8.44,NormaMata@rediffmail.com,9986112566
2559,Karmen Pickett,Male,CSE,5.12,KarmenPickett@rediffmail.com,9986595483
2560,David Herndon,Male,Civil,7.82,DavidHerndon@yahoo.co.in,9986588914
2561,Ronald Treider,Female,CSE,7.97,RonaldTreider@yahoo.co.in,9986671345
2562,Jose Simmonds,Male,Mechanical,8.36,JoseSimmonds@gmail.com,9986167176
2563,Kermit Tilghman,Female,CSE,5.07,KermitTilghman@hotmail.com,9986064788
2564,William Ludwig,Female,EEE,5.7,WilliamLudwig@gmail.com,9986212194
2565,Nancy Parsley,Male,EEE,9.15,NancyParsley@yahoo.co.in,9986278308
2566,Roger Brooks,Female,Civil,8.38,RogerBrooks@yahoo.co.in,9986611116
2567,Fawn Rodriquez,Male,Mechanical,8.07,FawnRodriquez@rediffmail.com,9986608945
2568,Jaime Mcconnell,Female,CSE,8.63,JaimeMcconnell@yahoo.co.in,9986267318
2569,Kim Martin,Female,ECE,7.28,KimMartin@hotmail.com,9986362458
2570,Daniel Moran,Female,EIE,7.92,DanielMoran@gmail.com,9986869594
2571,Neil Babcock,Female,ECE,7.26,NeilBabcock@rediffmail.com,9986348989
2572,Carolyn Temple,Male,ECE,9.06,CarolynTemple@hotmail.com,9986113802
2573,Phoebe Lynch,Male,EEE,9.54,PhoebeLynch@gmail.com,9986782963
2574,Dorothy Perry,Male,Civil,5.76,DorothyPerry@rediffmail.com,9986219896
2575,Elisabeth Hill,Male,ECE,5.01,ElisabethHill@hotmail.com,9986391950
2576,Carla Dolan,Female,ECE,6.46,CarlaDolan@rediffmail.com,9986851867
2577,Brenda Allen,Male,EIE,7.21,BrendaAllen@hotmail.com,9986631151
2578,Leon Olson,Male,Mechanical,5.28,LeonOlson@gmail.com,9986641476
2579,Samuel Charles,Male,EEE,9.7,SamuelCharles@gmail.com,9986034495
2580,Jessie Heslop,Female,ECE,7.84,JessieHeslop@hotmail.com,9986081859
2581,Florence Blount,Female,Civil,8.35,FlorenceBlount@yahoo.co.in,9986784295
2582,Lois Williams,Male,Civil,6.75,LoisWilliams@hotmail.com,9986079665
2583,William Grimshaw,Female,ECE,9.18,WilliamGrimshaw@yahoo.co.in,9986855292
2584,Clement Brown,Male,CSE,9.36,ClementBrown@yahoo.co.in,9986531967
2585,Sarah Taylor,Male,ECE,8.78,SarahTaylor@yahoo.co.in,9986199423
2586,Sandra Slaughter,Female,EEE,9.23,SandraSlaughter@hotmail.com,9986519106
2587,Laura Sicard,Female,ECE,5.93,LauraSicard@gmail.com,9986314119
2588,James Lee,Male,Mechanical,6.32,JamesLee@yahoo.co.in,9986530461
2589,Anthony Witkowski,Male,Civil,8.79,AnthonyWitkowski@gmail.com,9986746789
2590,Kathy Osborn,Female,EEE,5.97,KathyOsborn@yahoo.co.in,9986284284
2591,Jennifer Feliciano,Male,EEE,9.11,JenniferFeliciano@yahoo.co.in,9986728718
2592,John Matlock,Female,ECE,6.79,JohnMatlock@hotmail.com,9986748201
2593,Robert Romero,Female,ECE,7.31,RobertRomero@hotmail.com,9986473137
2594,Pattie Rhein,Female,Civil,7.32,PattieRhein@yahoo.co.in,9986082915
2595,Raymond Davis,Male,EEE,9.62,RaymondDavis@hotmail.com,9986362066
2596,Lamont Muhammad,Male,Mechanical,5.24,LamontMuhammad@gmail.com,9986686038
2597,Russell Sylla,Female,ECE,5.51,RussellSylla@rediffmail.com,9986676801
2598,Michael Stringfield,Female,EEE,5.03,MichaelStringfield@yahoo.co.in,9986111392
2599,William Napier,Male,Civil,5.64,WilliamNapier@rediffmail.com,9986417271
2600,George Crossen,Female,Mechanical,6.11,GeorgeCrossen@gmail.com,9986119803
2601,Thomas Martines,Female,CSE,7.62,ThomasMartines@rediffmail.com,9986736973
2602,Edgar Atkins,Female,Mechanical,9.95,EdgarAtkins@yahoo.co.in,9986793673
2603,Jessica Loeschner,Male,Mechanical,9.09,JessicaLoeschner@gmail.com,9986390787
2604,Donna Bryan,Female,Civil,9.56,DonnaBryan@hotmail.com,9986031875
2605,Thomas Scandurra,Male,EEE,8.76,ThomasScandurra@gmail.com,9986866071
2606,Kristie Hendricks,Female,EEE,8.97,KristieHendricks@yahoo.co.in,9986266061
2607,Jose Cox,Female,EEE,5.81,JoseCox@yahoo.co.in,9986049094
2608,Suzanne Horan,Female,CSE,7.3,SuzanneHoran@hotmail.com,9986518296
2609,Judy Taylor,Female,EIE,6.02,JudyTaylor@yahoo.co.in,9986648557
2610,Earl Gutierrez,Male,ECE,6.13,EarlGutierrez@yahoo.co.in,9986711168
2611,James Mcguire,Male,CSE,6.16,JamesMcguire@yahoo.co.in,9986861564
2612,Judith Harpe,Female,CSE,9.26,JudithHarpe@rediffmail.com,9986405807
2613,Jeanne Nelson,Female,EIE,8.22,JeanneNelson@yahoo.co.in,9986353432
2614,Samantha Kerner,Female,EEE,8.47,SamanthaKerner@gmail.com,9986466845
2615,Michael Pothoven,Female,Mechanical,9.38,MichaelPothoven@rediffmail.com,9986065268
2616,Saundra Whitaker,Male,Civil,9.88,SaundraWhitaker@hotmail.com,9986941667
2617,Jessica Hawk,Male,EEE,9.07,JessicaHawk@hotmail.com,9986837604
2618,Tammy Hotchkiss,Female,CSE,8.1,TammyHotchkiss@hotmail.com,9986646132
2619,Ethel Scherer,Male,EIE,5.63,EthelScherer@rediffmail.com,9986631492
2620,Marc Gann,Female,EIE,7.17,MarcGann@gmail.com,9986043095
2621,Thomas Cook,Male,EEE,5.26,ThomasCook@hotmail.com,9986945853
2622,Vincent Woods,Male,ECE,6.58,VincentWoods@rediffmail.com,9986478680
2623,Chad Glass,Male,EEE,8.87,ChadGlass@gmail.com,9986856498
2624,Heather Roesch,Female,EIE,5.43,HeatherRoesch@gmail.com,9986709757
2625,Daniel Salas,Male,EIE,9.37,DanielSalas@yahoo.co.in,9986001410
2626,Richard Schrum,Male,Civil,7.78,RichardSchrum@gmail.com,9986818384
2627,Don Weimer,Female,EIE,9.52,DonWeimer@yahoo.co.in,9986657244
2628,Joseph Langston,Male,CSE,6.85,JosephLangston@rediffmail.com,9986791837
2629,Gracie Branner,Male,ECE,6.47,GracieBranner@rediffmail.com,9986290179
2630,Rebecca Hyde,Male,Civil,7.95,RebeccaHyde@hotmail.com,9986208952
2631,Irene Amari,Male,Mechanical,9.37,IreneAmari@yahoo.co.in,9986089906
2632,Eloise Cano,Female,Mechanical,5.15,EloiseCano@hotmail.com,9986674212
2633,Frank Sims,Female,EIE,7.4,FrankSims@yahoo.co.in,9986122998
2634,Deidra Baker,Female,EEE,6.35,DeidraBaker@yahoo.co.in,9986181893
2635,Steven Waldecker,Female,ECE,5.26,StevenWaldecker@yahoo.co.in,9986711803
2636,Patricia Safdeye,Female,ECE,6.16,PatriciaSafdeye@yahoo.co.in,9986904047
2637,Angelica Campbell,Female,EEE,9.85,AngelicaCampbell@hotmail.com,9986903018
2638,Dale Steege,Male,EIE,5.67,DaleSteege@gmail.com,9986163576
2639,Jimmy White,Male,EIE,9.59,JimmyWhite@hotmail.com,9986824454
2640,Charles Marquis,Male,ECE,6.6,CharlesMarquis@yahoo.co.in,9986414757
2641,John Provost,Male,EEE,9.12,JohnProvost@gmail.com,9986284281
2642,Mary Mcomber,Male,CSE,6.37,MaryMcomber@yahoo.co.in,9986730488
2643,Charles House,Male,Mechanical,6.07,CharlesHouse@yahoo.co.in,9986564800
2644,Sharon Barber,Male,Civil,8.87,SharonBarber@gmail.com,9986537721
2645,Lynn Ross,Female,Civil,9.58,LynnRoss@gmail.com,9986975995
2646,Catherine Noel,Female,ECE,8.98,CatherineNoel@yahoo.co.in,9986575508
2647,Christopher Braswell,Female,EEE,5.6,ChristopherBraswell@rediffmail.com,9986341991
2648,Jana Johnson,Female,EIE,8.4,JanaJohnson@rediffmail.com,9986561872
2649,Michael Ridder,Male,ECE,8.8,MichaelRidder@yahoo.co.in,9986075483
2650,Tina Baker,Male,Civil,7.63,TinaBaker@yahoo.co.in,9986990896
2651,Gloria Harry,Female,ECE,7.65,GloriaHarry@gmail.com,9986549007
2652,Sonya Howard,Female,EEE,7.47,SonyaHoward@gmail.com,9986661794
2653,George Strom,Female,Mechanical,8.65,GeorgeStrom@rediffmail.com,9986121008
2654,Morris Mendoza,Male,ECE,9.39,MorrisMendoza@gmail.com,9986070644
2655,Ronald Clark,Male,Mechanical,8.54,RonaldClark@hotmail.com,9986844012
2656,Jennifer Haskell,Male,Mechanical,6.01,JenniferHaskell@gmail.com,9986978340
2657,Michael Lopez,Female,CSE,6.46,MichaelLopez@yahoo.co.in,9986004489
2658,Donna Zavala,Male,Civil,5.68,DonnaZavala@yahoo.co.in,9986665704
2659,Brian Tingley,Male,EIE,6.8,BrianTingley@rediffmail.com,9986710280
2660,Bernarda Wynia,Female,EEE,8.24,BernardaWynia@hotmail.com,9986168233
2661,Christopher Kurz,Male,Civil,7.33,ChristopherKurz@hotmail.com,9986153639
2662,Alice Williams,Male,Civil,9.25,AliceWilliams@rediffmail.com,9986675690
2663,Robert Gilliam,Female,Mechanical,9.45,RobertGilliam@gmail.com,9986430807
